file_type,original_file_size,compression_method,compressed_file_size,compression_ratio
3,144213,3,144152,0.0004229854
3,144213,0,144213,0.0000000000
3,92252,1,91647,0.0065581234
3,92252,2,182502,-0.9782985735
3,92252,3,92052,0.0021679747
3,92252,0,92252,0.0000000000
3,130416,1,129833,0.0044703104
3,130416,2,258398,-0.9813366458
3,130416,3,130264,0.0011655012
3,130416,0,130416,0.0000000000
3,118546,1,118539,0.0000590488
3,118546,2,235614,-0.9875322660
3,118546,3,118676,-0.0010966207
3,118546,0,118546,0.0000000000
3,235581,1,235613,-0.0001358344
3,235581,2,468286,-0.9877918847
3,235581,3,235724,-0.0006070099
3,235581,0,235581,0.0000000000
3,103109,1,103118,-0.0000872863
3,103109,2,205030,-0.9884782124
3,103109,3,103236,-0.0012317063
3,103109,0,103109,0.0000000000
3,162177,1,161642,0.0032988648
3,162177,2,321432,-0.9819826486
3,162177,3,162132,0.0002774746
3,162177,0,162177,0.0000000000
3,134130,1,134147,-0.0001267427
3,134130,2,266850,-0.9894878103
3,134130,3,134264,-0.0009990308
3,134130,0,134130,0.0000000000
3,194378,1,182695,0.0601045386
3,194378,2,378724,-0.9483892210
3,194378,3,182272,0.0622807108
3,194378,0,194378,0.0000000000
3,155847,1,155841,0.0000384993
3,155847,2,310174,-0.9902468447
3,155847,3,155984,-0.0008790673
3,155847,0,155847,0.0000000000
3,185799,1,185549,0.0013455401
3,185799,2,369078,-0.9864369561
3,185799,3,185888,-0.0004790123
3,185799,0,185799,0.0000000000
3,103168,1,102876,0.0028303350
3,103168,2,204528,-0.9824751861
3,103168,3,103296,-0.0012406948
3,103168,0,103168,0.0000000000
3,123911,1,123156,0.0060930829
3,123911,2,245438,-0.9807603845
3,123911,3,123500,0.0033168968
3,123911,0,123911,0.0000000000
3,284764,1,284812,-0.0001685606
3,284764,2,566792,-0.9903920439
3,284764,3,284908,-0.0005056819
3,284764,0,284764,0.0000000000
3,155083,1,152307,0.0179000922
3,155083,2,303590,-0.9575968997
3,155083,3,152632,0.0158044402
3,155083,0,155083,0.0000000000
3,204079,1,203877,0.0009898128
3,204079,2,405590,-0.9874166377
3,204079,3,204220,-0.0006909089
3,204079,0,204079,0.0000000000
3,120807,1,120266,0.0044782173
3,120807,2,239274,-0.9806302615
3,120807,3,120708,0.0008194889
3,120807,0,120807,0.0000000000
3,139499,1,139359,0.0010035914
3,139499,2,277322,-0.9879855770
3,139499,3,139636,-0.0009820859
3,139499,0,139499,0.0000000000
3,102633,1,102358,0.0026794501
3,102633,2,203298,-0.9808248809
3,102633,3,102760,-0.0012374188
3,102633,0,102633,0.0000000000
3,118041,1,118049,-0.0000677731
3,118041,2,234784,-0.9890038207
3,118041,3,118168,-0.0010758974
3,118041,0,118041,0.0000000000
3,68314,1,67662,0.0095441637
3,68314,2,134886,-0.9745001025
3,68314,3,68092,0.0032496999
3,68314,0,68314,0.0000000000
3,214991,1,215015,-0.0001116326
3,214991,2,427794,-0.9898228298
3,214991,3,215132,-0.0006558414
3,214991,0,214991,0.0000000000
3,128450,1,127911,0.0041961853
3,128450,2,254426,-0.9807395874
3,128450,3,128312,0.0010743480
3,128450,0,128450,0.0000000000
3,177549,1,177001,0.0030864719
3,177549,2,351760,-0.9811995562
3,177549,3,177444,0.0005913860
3,177549,0,177549,0.0000000000
3,111512,1,110498,0.0090931918
3,111512,2,220952,-0.9814190401
3,111512,3,111224,0.0025826817
3,111512,0,111512,0.0000000000
3,85329,1,84409,0.0107817975
3,85329,2,168774,-0.9779207538
3,85329,3,84776,0.0064807979
3,85329,0,85329,0.0000000000
3,197818,1,197269,0.0027752783
3,197818,2,391944,-0.9813363799
3,197818,3,197608,0.0010615819
3,197818,0,197818,0.0000000000
3,173937,1,165528,0.0483450905
3,173937,2,335592,-0.9293882268
3,173937,3,165308,0.0496099162
3,173937,0,173937,0.0000000000
3,199650,1,199698,-0.0002404207
3,199650,2,396794,-0.9874480341
3,199650,3,199792,-0.0007112447
3,199650,0,199650,0.0000000000
3,101922,1,101937,-0.0001471714
3,101922,2,202824,-0.9899923471
3,101922,3,102052,-0.0012754852
3,101922,0,101922,0.0000000000
3,180389,1,180405,-0.0000886972
3,180389,2,358744,-0.9887243679
3,180389,3,180524,-0.0007483827
3,180389,0,180389,0.0000000000
3,96959,1,96499,0.0047442734
3,96959,2,192086,-0.9811054157
3,96959,3,97004,-0.0004641137
3,96959,0,96959,0.0000000000
3,104721,1,102121,0.0248278760
3,104721,2,204006,-0.9480906408
3,104721,3,102568,0.0205593911
3,104721,0,104721,0.0000000000
3,76423,1,76140,0.0037030737
3,76423,2,151582,-0.9834604766
3,76423,3,75732,0.0090417806
3,76423,0,76423,0.0000000000
3,148782,1,148230,0.0037101262
3,148782,2,295206,-0.9841513086
3,148782,3,148600,0.0012232663
3,148782,0,148782,0.0000000000
3,91768,1,91159,0.0066363002
3,91768,2,181478,-0.9775738820
3,91768,3,91528,0.0026152907
3,91768,0,91768,0.0000000000
3,151002,1,151017,-0.0000993364
3,151002,2,300198,-0.9880398935
3,151002,3,151136,-0.0008874055
3,151002,0,151002,0.0000000000
3,152742,1,152746,-0.0000261880
3,152742,2,303772,-0.9887915570
3,152742,3,152876,-0.0008772964
3,152742,0,152742,0.0000000000
3,171517,1,171540,-0.0001340975
3,171517,2,341116,-0.9888174350
3,171517,3,171652,-0.0007870940
3,171517,0,171517,0.0000000000
3,107698,1,107649,0.0004549760
3,107698,2,214226,-0.9891362885
3,107698,3,107828,-0.0012070791
3,107698,0,107698,0.0000000000
3,235428,1,235469,-0.0001741509
3,235428,2,467692,-0.9865606470
3,235428,3,235572,-0.0006116520
3,235428,0,235428,0.0000000000
3,166259,1,165785,0.0028509735
3,166259,2,330196,-0.9860338388
3,166259,3,166232,0.0001623972
3,166259,0,166259,0.0000000000
3,114913,1,114938,-0.0002175559
3,114913,2,228496,-0.9884260266
3,114913,3,115040,-0.0011051839
3,114913,0,114913,0.0000000000
3,115748,1,115716,0.0002764627
3,115748,2,230310,-0.9897536027
3,115748,3,115876,-0.0011058506
3,115748,0,115748,0.0000000000
3,176058,1,175951,0.0006077543
3,176058,2,349874,-0.9872655602
3,176058,3,176192,-0.0007611128
3,176058,0,176058,0.0000000000
3,153848,1,153860,-0.0000779991
3,153848,2,305810,-0.9877411471
3,153848,3,153984,-0.0008839894
3,153848,0,153848,0.0000000000
3,210408,1,210427,-0.0000903007
3,210408,2,418640,-0.9896581879
3,210408,3,210552,-0.0006843846
3,210408,0,210408,0.0000000000
3,162060,1,162066,-0.0000370233
3,162060,2,322398,-0.9893743058
3,162060,3,162196,-0.0008391954
3,162060,0,162060,0.0000000000
3,141841,1,140845,0.0070219471
3,141841,2,280648,-0.9786098519
3,141841,3,141132,0.0049985547
3,141841,0,141841,0.0000000000
3,226063,1,226054,0.0000398119
3,226063,2,449816,-0.9897816096
3,226063,3,226204,-0.0006237199
3,226063,0,226063,0.0000000000
3,196858,1,196314,0.0027634132
3,196858,2,390480,-0.9835617552
3,196858,3,196736,0.0006197361
3,196858,0,196858,0.0000000000
3,179799,1,179840,-0.0002280324
3,179799,2,357430,-0.9879420909
3,179799,3,179936,-0.0007619620
3,179799,0,179799,0.0000000000
3,168417,1,168108,0.0018347316
3,168417,2,334202,-0.9843721240
3,168417,3,168552,-0.0008015818
3,168417,0,168417,0.0000000000
3,181737,1,181190,0.0030098439
3,181737,2,360534,-0.9838227769
3,181737,3,181604,0.0007318268
3,181737,0,181737,0.0000000000
3,113239,1,113166,0.0006446542
3,113239,2,225060,-0.9874778124
3,113239,3,113368,-0.0011391835
3,113239,0,113239,0.0000000000
3,107420,1,107438,-0.0001675666
3,107420,2,213520,-0.9877117855
3,107420,3,107548,-0.0011915844
3,107420,0,107420,0.0000000000
3,98667,1,98083,0.0059188989
3,98667,2,194818,-0.9745000861
3,98667,3,98508,0.0016114810
3,98667,0,98667,0.0000000000
3,162387,1,162099,0.0017735410
3,162387,2,322406,-0.9854175519
3,162387,3,162524,-0.0008436636
3,162387,0,162387,0.0000000000
3,100718,1,100730,-0.0001191445
3,100718,2,200414,-0.9898528565
3,100718,3,100848,-0.0012907325
3,100718,0,100718,0.0000000000
3,142790,1,141835,0.0066881434
3,142790,2,282856,-0.9809230338
3,142790,3,142220,0.0039918762
3,142790,0,142790,0.0000000000
3,251970,1,251993,-0.0000912807
3,251970,2,500682,-0.9870698893
3,251970,3,252116,-0.0005794341
3,251970,0,251970,0.0000000000
3,211552,1,211004,0.0025903797
3,211552,2,420042,-0.9855260172
3,211552,3,211340,0.0010021177
3,211552,0,211552,0.0000000000
3,209240,1,204254,0.0238290958
3,209240,2,408196,-0.9508506978
3,209240,3,204696,0.0217166890
3,209240,0,209240,0.0000000000
3,206671,1,206694,-0.0001112880
3,206671,2,411272,-0.9899840810
3,206671,3,206812,-0.0006822438
3,206671,0,206671,0.0000000000
3,102127,1,101749,0.0037012739
3,102127,2,202554,-0.9833540592
3,102127,3,102248,-0.0011847993
3,102127,0,102127,0.0000000000
3,223132,1,223177,-0.0002016743
3,223132,2,443304,-0.9867343097
3,223132,3,223276,-0.0006453579
3,223132,0,223132,0.0000000000
3,174570,1,174599,-0.0001661225
3,174570,2,347234,-0.9890817437
3,174570,3,174704,-0.0007676004
3,174570,0,174570,0.0000000000
3,142998,1,143004,-0.0000419586
3,142998,2,284446,-0.9891606876
3,142998,3,143132,-0.0009370760
3,142998,0,142998,0.0000000000
3,130041,1,130055,-0.0001076584
3,130041,2,258802,-0.9901569505
3,130041,3,130176,-0.0010381341
3,130041,0,130041,0.0000000000
3,38282,1,37935,0.0090643122
3,38282,2,75416,-0.9700120161
3,38282,3,38212,0.0018285356
3,38282,0,38282,0.0000000000
3,169669,1,169658,0.0000648321
3,169669,2,337632,-0.9899451285
3,169669,3,169804,-0.0007956669
3,169669,0,169669,0.0000000000
3,125973,1,125175,0.0063346908
3,125973,2,249508,-0.9806466465
3,125973,3,125752,0.0017543442
3,125973,0,125973,0.0000000000
3,260529,1,253111,0.0284728380
3,260529,2,515596,-0.9790349635
3,260529,3,252832,0.0295437360
3,260529,0,260529,0.0000000000
3,200027,1,200042,-0.0000749899
3,200027,2,398026,-0.9898613687
3,200027,3,200168,-0.0007049048
3,200027,0,200027,0.0000000000
3,112053,1,112063,-0.0000892435
3,112053,2,222854,-0.9888267159
3,112053,3,112180,-0.0011333922
3,112053,0,112053,0.0000000000
3,209150,1,208825,0.0015539087
3,209150,2,415680,-0.9874731054
3,209150,3,208404,0.0035668181
3,209150,0,209150,0.0000000000
3,181817,1,175090,0.0369987405
3,181817,2,355048,-0.9527766930
3,181817,3,174728,0.0389897534
3,181817,0,181817,0.0000000000
3,93545,1,93469,0.0008124432
3,93545,2,185978,-0.9881126730
3,93545,3,93672,-0.0013576354
3,93545,0,93545,0.0000000000
3,85735,1,85178,0.0064967633
3,85735,2,169646,-0.9787251414
3,85735,3,85628,0.0012480317
3,85735,0,85735,0.0000000000
3,103137,1,102578,0.0054199754
3,103137,2,204460,-0.9824117436
3,103137,3,103028,0.0010568467
3,103137,0,103137,0.0000000000
3,185269,1,185300,-0.0001673243
3,185269,2,368650,-0.9898094123
3,185269,3,185412,-0.0007718507
3,185269,0,185269,0.0000000000
3,117042,1,115486,0.0132943730
3,117042,2,231316,-0.9763503700
3,117042,3,115704,0.0114317937
3,117042,0,117042,0.0000000000
3,139934,1,139337,0.0042662970
3,139934,2,277532,-0.9833064159
3,139934,3,139604,0.0023582546
3,139934,0,139934,0.0000000000
3,75694,1,75684,0.0001321109
3,75694,2,150542,-0.9888234206
3,75694,3,75824,-0.0017174413
3,75694,0,75694,0.0000000000
3,136290,1,123113,0.0966835424
3,136290,2,263398,-0.9326289530
3,136290,3,122712,0.0996257979
3,136290,0,136290,0.0000000000
3,119158,1,119117,0.0003440810
3,119158,2,236968,-0.9886872891
3,119158,3,119288,-0.0010909884
3,119158,0,119158,0.0000000000
3,147659,1,147678,-0.0001286749
3,147659,2,293746,-0.9893538491
3,147659,3,147796,-0.0009278134
3,147659,0,147659,0.0000000000
3,147575,1,147575,0.0000000000
3,147575,2,293564,-0.9892529222
3,147575,3,147712,-0.0009283415
3,147575,0,147575,0.0000000000
3,105376,1,105345,0.0002941846
3,105376,2,209170,-0.9849870938
3,105376,3,105504,-0.0012146978
3,105376,0,105376,0.0000000000
3,45661,1,45573,0.0019272464
3,45661,2,90678,-0.9858960601
3,45661,3,45784,-0.0026937649
3,45661,0,45661,0.0000000000
3,149356,1,148788,0.0038029942
3,149356,2,296196,-0.9831543426
3,149356,3,149188,0.0011248293
3,149356,0,149356,0.0000000000
3,193807,1,193823,-0.0000825564
3,193807,2,385248,-0.9877919786
3,193807,3,193948,-0.0007275279
3,193807,0,193807,0.0000000000
3,312373,1,312450,-0.0002465002
3,312373,2,621906,-0.9909083051
3,312373,3,312524,-0.0004833965
3,312373,0,312373,0.0000000000
3,136719,1,136745,-0.0001901711
3,136719,2,271968,-0.9892480197
3,136719,3,136856,-0.0010020553
3,136719,0,136719,0.0000000000
3,205931,1,205968,-0.0001796718
3,205931,2,409580,-0.9889186184
3,205931,3,206072,-0.0006846954
3,205931,0,205931,0.0000000000
3,179323,1,179332,-0.0000501888
3,179323,2,356440,-0.9876981759
3,179323,3,179460,-0.0007639845
3,179323,0,179323,0.0000000000
3,176155,1,176182,-0.0001532741
3,176155,2,350280,-0.9884760580
3,176155,3,176292,-0.0007777242
3,176155,0,176155,0.0000000000
3,117261,1,116919,0.0029165707
3,117261,2,232476,-0.9825517435
3,117261,3,117252,0.0000767519
3,117261,0,117261,0.0000000000
3,140381,1,140401,-0.0001424694
3,140381,2,278740,-0.9855963414
3,140381,3,140516,-0.0009616686
3,140381,0,140381,0.0000000000
3,210564,1,210335,0.0010875553
3,210564,2,418416,-0.9871203055
3,210564,3,210708,-0.0006838776
3,210564,0,210564,0.0000000000
3,197057,1,189562,0.0380346803
3,197057,2,382456,-0.9408394525
3,197057,3,189560,0.0380448297
3,197057,0,197057,0.0000000000
3,88450,1,88455,-0.0000565291
3,88450,2,175920,-0.9889202940
3,88450,3,88580,-0.0014697569
3,88450,0,88450,0.0000000000
3,190591,1,190539,0.0002728355
3,190591,2,378834,-0.9876804256
3,190591,3,190732,-0.0007398041
3,190591,0,190591,0.0000000000
3,119550,1,119563,-0.0001087411
3,119550,2,237790,-0.9890422417
3,119550,3,119680,-0.0010874111
3,119550,0,119550,0.0000000000
3,87964,1,87954,0.0001136829
3,87964,2,174764,-0.9867673139
3,87964,3,88092,-0.0014551407
3,87964,0,87964,0.0000000000
3,65802,1,65735,0.0010182061
3,65802,2,130826,-0.9881766512
3,65802,3,65932,-0.0019756238
3,65802,0,65802,0.0000000000
3,79020,1,78978,0.0005315110
3,79020,2,157004,-0.9868893951
3,79020,3,79148,-0.0016198431
3,79020,0,79020,0.0000000000
3,219206,1,218680,0.0023995694
3,219206,2,435092,-0.9848544292
3,219206,3,219036,0.0007755262
3,219206,0,219206,0.0000000000
3,143887,1,143304,0.0040517906
3,143887,2,285248,-0.9824445572
3,143887,3,143644,0.0016888253
3,143887,0,143887,0.0000000000
3,122831,1,122670,0.0013107440
3,122831,2,244250,-0.9885045306
3,122831,3,122968,-0.0011153536
3,122831,0,122831,0.0000000000
3,246385,1,246371,0.0000568216
3,246385,2,489998,-0.9887493151
3,246385,3,246532,-0.0005966272
3,246385,0,246385,0.0000000000
3,155686,1,155719,-0.0002119651
3,155686,2,309586,-0.9885281914
3,155686,3,155820,-0.0008607068
3,155686,0,155686,0.0000000000
3,232893,1,232828,0.0002790981
3,232893,2,463182,-0.9888188997
3,232893,3,233036,-0.0006140159
3,232893,0,232893,0.0000000000
3,143326,1,142802,0.0036560010
3,143326,2,283624,-0.9788733377
3,143326,3,143084,0.0016884585
3,143326,0,143326,0.0000000000
3,101403,1,101396,0.0000690315
3,101403,2,201658,-0.9886788359
3,101403,3,101532,-0.0012721517
3,101403,0,101403,0.0000000000
3,136625,1,136644,-0.0001390668
3,136625,2,271692,-0.9885965233
3,136625,3,136760,-0.0009881061
3,136625,0,136625,0.0000000000
3,267900,1,267387,0.0019148936
3,267900,2,531866,-0.9853154162
3,267900,3,267792,0.0004031355
3,267900,0,267900,0.0000000000
3,174628,1,173869,0.0043463820
3,174628,2,346118,-0.9820303731
3,174628,3,174256,0.0021302426
3,174628,0,174628,0.0000000000
3,218386,1,216785,0.0073310560
3,218386,2,434006,-0.9873343529
3,218386,3,217256,0.0051743244
3,218386,0,218386,0.0000000000
3,296979,1,296566,0.0013906707
3,296979,2,590102,-0.9870159170
3,296979,3,296840,0.0004680466
3,296979,0,296979,0.0000000000
3,102227,1,102241,-0.0001369501
3,102227,2,203340,-0.9891026832
3,102227,3,102356,-0.0012618975
3,102227,0,102227,0.0000000000
3,172068,1,172086,-0.0001046098
3,172068,2,342250,-0.9890392171
3,172068,3,172204,-0.0007903852
3,172068,0,172068,0.0000000000
3,230798,1,230273,0.0022747164
3,230798,2,458256,-0.9855284708
3,230798,3,230664,0.0005805943
3,230798,0,230798,0.0000000000
3,71485,1,70907,0.0080856124
3,71485,2,141628,-0.9812268308
3,71485,3,71372,0.0015807512
3,71485,0,71485,0.0000000000
3,218732,1,212926,0.0265438985
3,218732,2,424850,-0.9423312547
3,218732,3,213072,0.0258764150
3,218732,0,218732,0.0000000000
3,362796,1,362520,0.0007607581
3,362796,2,721418,-0.9884949117
3,362796,3,362948,-0.0004189682
3,362796,0,362796,0.0000000000
3,114452,1,114357,0.0008300423
3,114452,2,227446,-0.9872610352
3,114452,3,114580,-0.0011183728
3,114452,0,114452,0.0000000000
3,208903,1,201422,0.0358108787
3,208903,2,405494,-0.9410635558
3,208903,3,201252,0.0366246535
3,208903,0,208903,0.0000000000
3,161068,1,161077,-0.0000558770
3,161068,2,320158,-0.9877194725
3,161068,3,161204,-0.0008443639
3,161068,0,161068,0.0000000000
3,152033,1,151487,0.0035913256
3,152033,2,301408,-0.9825169536
3,152033,3,151824,0.0013747015
3,152033,0,152033,0.0000000000
3,108054,1,97026,0.1020600811
3,108054,2,203772,-0.8858348603
3,108054,3,96676,0.1052992023
3,108054,0,108054,0.0000000000
3,155702,1,155739,-0.0002376334
3,155702,2,309772,-0.9895184391
3,155702,3,155836,-0.0008606184
3,155702,0,155702,0.0000000000
3,206388,1,205682,0.0034207415
3,206388,2,409072,-0.9820532201
3,206388,3,205996,0.0018993352
3,206388,0,206388,0.0000000000
3,118434,1,117887,0.0046186061
3,118434,2,234596,-0.9808163196
3,118434,3,118292,0.0011989800
3,118434,0,118434,0.0000000000
3,145005,1,145012,-0.0000482742
3,145005,2,288240,-0.9877935244
3,145005,3,145140,-0.0009310024
3,145005,0,145005,0.0000000000
3,159139,1,158568,0.0035880582
3,159139,2,315742,-0.9840642457
3,159139,3,159004,0.0008483150
3,159139,0,159139,0.0000000000
3,87648,1,87640,0.0000912742
3,87648,2,174036,-0.9856243154
3,87648,3,87776,-0.0014603870
3,87648,0,87648,0.0000000000
3,207294,1,206739,0.0026773568
3,207294,2,411552,-0.9853541347
3,207294,3,207212,0.0003955734
3,207294,0,207294,0.0000000000
3,208899,1,208376,0.0025036022
3,208899,2,414702,-0.9851794408
3,208899,3,208760,0.0006653933
3,208899,0,208899,0.0000000000
3,198428,1,198465,-0.0001864656
3,198428,2,394798,-0.9896284799
3,198428,3,198572,-0.0007257040
3,198428,0,198428,0.0000000000
3,260231,1,259633,0.0022979584
3,260231,2,516540,-0.9849287748
3,260231,3,260160,0.0002728345
3,260231,0,260231,0.0000000000
3,185646,1,185663,-0.0000915721
3,185646,2,368800,-0.9865766028
3,185646,3,185788,-0.0007648966
3,185646,0,185646,0.0000000000
3,261694,1,261190,0.0019259135
3,261694,2,519762,-0.9861441225
3,261694,3,261608,0.0003286281
3,261694,0,261694,0.0000000000
3,149427,1,149410,0.0001137679
3,149427,2,296964,-0.9873516834
3,149427,3,149564,-0.0009168356
3,149427,0,149427,0.0000000000
3,185243,1,184264,0.0052849500
3,185243,2,367612,-0.9844852437
3,185243,3,184612,0.0034063365
3,185243,0,185243,0.0000000000
3,225722,1,225768,-0.0002037905
3,225722,2,449096,-0.9895978239
3,225722,3,225864,-0.0006290924
3,225722,0,225722,0.0000000000
3,117151,1,116575,0.0049167314
3,117151,2,232002,-0.9803672184
3,117151,3,116920,0.0019718142
3,117151,0,117151,0.0000000000
3,153054,1,152990,0.0004181531
3,153054,2,304002,-0.9862401505
3,153054,3,153188,-0.0008755080
3,153054,0,153054,0.0000000000
3,179720,1,179742,-0.0001224126
3,179720,2,357404,-0.9886712664
3,179720,3,179856,-0.0007567327
3,179720,0,179720,0.0000000000
3,182710,1,181102,0.0088008319
3,182710,2,362282,-0.9828252422
3,182710,3,181480,0.0067319796
3,182710,0,182710,0.0000000000
3,239108,1,238563,0.0022793047
3,239108,2,474602,-0.9848854911
3,239108,3,238856,0.0010539171
3,239108,0,239108,0.0000000000
3,269411,1,266751,0.0098733905
3,269411,2,531094,-0.9713152024
3,269411,3,267084,0.0086373608
3,269411,0,269411,0.0000000000
3,168228,1,168253,-0.0001486078
3,168228,2,334344,-0.9874456095
3,168228,3,168364,-0.0008084267
3,168228,0,168228,0.0000000000
3,114547,1,114556,-0.0000785704
3,114547,2,227734,-0.9881271443
3,114547,3,114676,-0.0011261753
3,114547,0,114547,0.0000000000
3,261011,1,260511,0.0019156281
3,261011,2,518308,-0.9857707146
3,261011,3,260972,0.0001494190
3,261011,0,261011,0.0000000000
3,159568,1,159544,0.0001504061
3,159568,2,317368,-0.9889200842
3,159568,3,159704,-0.0008523012
3,159568,0,159568,0.0000000000
3,113045,1,112493,0.0048830112
3,113045,2,223962,-0.9811756380
3,113045,3,112896,0.0013180592
3,113045,0,113045,0.0000000000
3,76964,1,76696,0.0034821475
3,76964,2,152486,-0.9812639676
3,76964,3,77092,-0.0016631152
3,76964,0,76964,0.0000000000
3,129044,1,129088,-0.0003409690
3,129044,2,256678,-0.9890734943
3,129044,3,129180,-0.0010539041
3,129044,0,129044,0.0000000000
3,186066,1,185914,0.0008169144
3,186066,2,369970,-0.9883804671
3,186066,3,186156,-0.0004836993
3,186066,0,186066,0.0000000000
3,114426,1,114439,-0.0001136105
3,114426,2,227480,-0.9880097181
3,114426,3,114556,-0.0011361054
3,114426,0,114426,0.0000000000
3,162637,1,154491,0.0500870036
3,162637,2,313546,-0.9278884879
3,162637,3,154584,0.0495151780
3,162637,0,162637,0.0000000000
3,165598,1,165056,0.0032729864
3,165598,2,328300,-0.9825118661
3,165598,3,165488,0.0006642592
3,165598,0,165598,0.0000000000
3,120359,1,119811,0.0045530455
3,120359,2,238378,-0.9805581635
3,120359,3,120172,0.0015536852
3,120359,0,120359,0.0000000000
3,190046,1,189503,0.0028572030
3,190046,2,376938,-0.9834040180
3,190046,3,189876,0.0008945203
3,190046,0,190046,0.0000000000
3,101856,1,101392,0.0045554508
3,101856,2,201860,-0.9818174678
3,101856,3,101832,0.0002356268
3,101856,0,101856,0.0000000000
3,187581,1,177389,0.0543338611
3,187581,2,365674,-0.9494191842
3,187581,3,177124,0.0557465841
3,187581,0,187581,0.0000000000
3,212632,1,212402,0.0010816810
3,212632,2,422238,-0.9857688401
3,212632,3,212776,-0.0006772264
3,212632,0,212632,0.0000000000
3,79410,1,78820,0.0074297947
3,79410,2,157206,-0.9796751039
3,79410,3,79252,0.0019896738
3,79410,0,79410,0.0000000000
3,141942,1,141937,0.0000352257
3,141942,2,282212,-0.9882205408
3,141942,3,142076,-0.0009440476
3,141942,0,141942,0.0000000000
3,230438,1,230280,0.0006856508
3,230438,2,457760,-0.9864779246
3,230438,3,230580,-0.0006162178
3,230438,0,230438,0.0000000000
3,110052,1,109493,0.0050794170
3,110052,2,217818,-0.9792280013
3,110052,3,109880,0.0015628975
3,110052,0,110052,0.0000000000
3,113696,1,113701,-0.0000439769
3,113696,2,226188,-0.9894103574
3,113696,3,113824,-0.0011258092
3,113696,0,113696,0.0000000000
3,130598,1,129874,0.0055437296
3,130598,2,258884,-0.9822968192
3,130598,3,130224,0.0028637498
3,130598,0,130598,0.0000000000
3,97021,1,97013,0.0000824564
3,97021,2,192934,-0.9885797920
3,97021,3,97148,-0.0013089950
3,97021,0,97021,0.0000000000
3,234619,1,234086,0.0022717683
3,234619,2,465684,-0.9848520367
3,234619,3,234444,0.0007458901
3,234619,0,234619,0.0000000000
3,115424,1,114520,0.0078319933
3,115424,2,228704,-0.9814250069
3,115424,3,115256,0.0014555032
3,115424,0,115424,0.0000000000
3,206687,1,201298,0.0260732412
3,206687,2,404596,-0.9575299850
3,206687,3,201132,0.0268763880
3,206687,0,206687,0.0000000000
3,63484,1,63472,0.0001890240
3,63484,2,126156,-0.9872093756
3,63484,3,63612,-0.0020162561
3,63484,0,63484,0.0000000000
3,167035,1,166784,0.0015026791
3,167035,2,331734,-0.9860149071
3,167035,3,167172,-0.0008201874
3,167035,0,167035,0.0000000000
3,294584,1,293976,0.0020639274
3,294584,2,585098,-0.9861839068
3,294584,3,294364,0.0007468158
3,294584,0,294584,0.0000000000
3,169852,1,169732,0.0007064974
3,169852,2,337750,-0.9884958670
3,169852,3,169988,-0.0008006971
3,169852,0,169852,0.0000000000
3,142387,1,142413,-0.0001826009
3,142387,2,283218,-0.9890720361
3,142387,3,142524,-0.0009621665
3,142387,0,142387,0.0000000000
3,87188,1,86625,0.0064573106
3,87188,2,172616,-0.9798137358
3,87188,3,87044,0.0016516034
3,87188,0,87188,0.0000000000
3,78145,1,77881,0.0033783351
3,78145,2,154846,-0.9815215305
3,78145,3,78272,-0.0016251840
3,78145,0,78145,0.0000000000
3,235652,1,235136,0.0021896695
3,235652,2,468034,-0.9861236060
3,235652,3,235568,0.0003564578
3,235652,0,235652,0.0000000000
3,134069,1,134102,-0.0002461419
3,134069,2,266540,-0.9880807644
3,134069,3,134204,-0.0010069442
3,134069,0,134069,0.0000000000
3,250231,1,249631,0.0023977844
3,250231,2,497254,-0.9871798458
3,250231,3,249952,0.0011149698
3,250231,0,250231,0.0000000000
3,203045,1,203085,-0.0001970007
3,203045,2,403970,-0.9895589648
3,203045,3,203188,-0.0007042774
3,203045,0,203045,0.0000000000
3,183678,1,183117,0.0030542580
3,183678,2,364632,-0.9851696991
3,183678,3,183600,0.0004246562
3,183678,0,183678,0.0000000000
3,235553,1,235599,-0.0001952851
3,235553,2,468188,-0.9876121298
3,235553,3,235696,-0.0006070821
3,235553,0,235553,0.0000000000
3,237486,1,236466,0.0042949900
3,237486,2,471678,-0.9861297087
3,237486,3,236884,0.0025348863
3,237486,0,237486,0.0000000000
3,150445,1,149897,0.0036425272
3,150445,2,298132,-0.9816677191
3,150445,3,150272,0.0011499219
3,150445,0,150445,0.0000000000
3,317607,1,305317,0.0386956207
3,317607,2,608126,-0.9147122072
3,317607,3,305752,0.0373260035
3,317607,0,317607,0.0000000000
3,204564,1,204600,-0.0001759840
3,204564,2,406554,-0.9874171408
3,204564,3,204708,-0.0007039362
3,204564,0,204564,0.0000000000
3,83010,1,82308,0.0084568124
3,83010,2,164064,-0.9764365739
3,83010,3,82680,0.0039754246
3,83010,0,83010,0.0000000000
3,173532,1,173541,-0.0000518636
3,173532,2,344848,-0.9872300210
3,173532,3,173668,-0.0007837171
3,173532,0,173532,0.0000000000
3,315784,1,310532,0.0166316216
3,315784,2,621554,-0.9682884503
3,315784,3,310280,0.0174296354
3,315784,0,315784,0.0000000000
3,109394,1,109410,-0.0001462603
3,109394,2,217508,-0.9882991755
3,109394,3,109524,-0.0011883650
3,109394,0,109394,0.0000000000
3,172848,1,172862,-0.0000809960
3,172848,2,343480,-0.9871794872
3,172848,3,172984,-0.0007868185
3,172848,0,172848,0.0000000000
3,184080,1,184096,-0.0000869187
